rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
4.0,no,norpin,1 (mono),2018-01-05,Not specified,25,XC453334.mp3,Not specified,Northern Pintail,Not specified,XC453334 Northern Pintail (Anas acuta),[],yes,Anas acuta," Bayshore Bikeway, 13th St, Imperial Beach, San Diego County, California",32.588,48000 (Hz),"call, male",0 m,,128000 (bps),mp3,Not specified,,453334,https://www.xeno-canto.org/453334,United States,Paul Marvin,Anas acuta_Northern Pintail,-117.1061,Not specified,07:24,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,norpin,2 (stereo),2019-02-09,Not specified,14,XC456275.mp3,Not specified,Northern Pintail,Not specified,XC456275 Northern Pintail (Anas acuta),[],yes,Anas acuta," WWT Slimbridge, Gloucestershire, England",51.7401,48000 (Hz),call,10 m,,192000 (bps),mp3,Not specified,,456275,https://www.xeno-canto.org/456275,United Kingdom,David Darrell-Lambert,Anas acuta_Northern Pintail,-2.4055,Not specified,15:00,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,norpin,1 (mono),2019-03-23,Not specified,5,XC462935.mp3,Not specified,Northern Pintail,Not specified,XC462935 Northern Pintail (Anas acuta),['Anas platyrhynchos_Mallard'],yes,Anas acuta," Park Północny (near  Tychy), Tychy, śląskie",50.1212,44100 (Hz),"call, female, male",260 m,"City park, high pass filter 600 Hz, ZOOM H1n. Male's call 0:00 and female's  aswer 0:02",256000 (bps),mp3,Not specified,Mallard (Anas platyrhynchos),462935,https://www.xeno-canto.org/462935,Poland,Ireneusz Oleksik,Anas acuta_Northern Pintail,19.0043,Not specified,17:00,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,norpin,1 (mono),2019-03-24,Not specified,5,XC463194.mp3,Not specified,Northern Pintail,Not specified,XC463194 Northern Pintail (Anas acuta),['Pica pica_Eurasian Magpie'],yes,Anas acuta," Park Północny (near  Tychy), Tychy, śląskie",50.1212,44100 (Hz),"call, male",260 m,"City park. A Pair of birds resting with Mallards. High pass filter 1000 Hz, low pass filter 2000 Hz, ZOOM H1n. Calls 0:01 and 0:03 sec.",256000 (bps),mp3,Not specified,Eurasian Magpie (Pica pica),463194,https://www.xeno-canto.org/463194,Poland,Ireneusz Oleksik,Anas acuta_Northern Pintail,19.0043,Not specified,07:30,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,norpin,1 (mono),2018-08-16,Not specified,15,XC478880.mp3,Not specified,Northern Pintail,Not specified,XC478880 Northern Pintail (Anas acuta),[],yes,Anas acuta," Stokkseyri, Southern Region",63.8448,44100 (Hz),flight call,0 m,,320000 (bps),mp3,Not specified,,478880,https://www.xeno-canto.org/478880,Iceland,Stanislas Wroza,Anas acuta_Northern Pintail,-21.057,Not specified,20:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
0.0,no,norpin,1 (mono),2018-08-16,Not specified,11,XC478881.mp3,Not specified,Northern Pintail,Not specified,XC478881 Northern Pintail (Anas acuta),[],yes,Anas acuta," Stokkseyri, Southern Region",63.8448,44100 (Hz),flight call,0 m,,320000 (bps),mp3,Not specified,,478881,https://www.xeno-canto.org/478881,Iceland,Stanislas Wroza,Anas acuta_Northern Pintail,-21.057,Not specified,20:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norpin,1 (mono),2018-08-15,Not specified,8,XC479156.mp3,Not specified,Northern Pintail,Not specified,XC479156 Northern Pintail (Anas acuta),[],yes,Anas acuta," Stokkseyri, Southern Region",63.8448,44100 (Hz),"female, flight call",0 m,,320000 (bps),mp3,Not specified,,479156,https://www.xeno-canto.org/479156,Iceland,Stanislas Wroza,Anas acuta_Northern Pintail,-21.057,Not specified,21:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,no,norpin,2 (stereo),2019-09-06,Not specified,9,XC496284.mp3,Not specified,Northern Pintail,Not specified,XC496284 Northern Pintail (Anas acuta),[],no,Anas acuta," Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),flight call,30 m,"NFC - Nocturnal Flight Call

Remote station (records made during the night to detect nocturnal migrant birds)

Recording setup: Zoom H1n
Windscreen: Zoom WSU-1
File format: WAV 48000Hz 24bits 

Sound analysis software: I use Audacity to extract and edit calls.",320849 (bps),mp3,Not specified,,496284,https://www.xeno-canto.org/496284,Portugal,Nelson Conceição,Anas acuta_Northern Pintail,-7.6303,Not specified,02:27,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,norsho,1 (mono),2012-06-08,Not specified,39,XC110104.mp3,Not specified,Northern Shoveler,Not specified,XC110104 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Burke County prairie potholes, North Dakota",48.731,48000 (Hz),call,750 m,natural vocalizations; calls from a male bird at fairly close range on a medium-sized prairie pothole.,192000 (bps),mp3,Not specified,,110104,https://www.xeno-canto.org/110104,United States,Andrew Spencer,Spatula clypeata_Northern Shoveler,-102.703,Not specified,07:45,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,norsho,2 (stereo),2011-04-24,Not specified,11,XC112786.mp3,Not specified,Northern Shoveler,Not specified,XC112786 Northern Shoveler (Spatula clypeata),['Anas platyrhynchos_Mallard'],yes,Spatula clypeata," Ryholm, Västergötland",58.5731,44100 (Hz),"call, female",90 m,,320000 (bps),mp3,Not specified,Mallard (Anas platyrhynchos),112786,https://www.xeno-canto.org/112786,Sweden,Patrik Åberg,Spatula clypeata_Northern Shoveler,14.2489,Not specified,21:26,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,norsho,2 (stereo),2011-04-24,Not specified,40,XC112787.mp3,Not specified,Northern Shoveler,Not specified,XC112787 Northern Shoveler (Spatula clypeata),"['Anser anser_Graylag Goose', 'Gallinago gallinago_Common Snipe', 'Porzana porzana_Spotted Crake']",yes,Spatula clypeata," Ryholm, Västergötland",58.5731,44100 (Hz),"call, female, male, song",90 m,First call of female and then display of male,320000 (bps),mp3,Not specified,Greylag Goose (Anser anser); Common Snipe (Gallinago gallinago); Spotted Crake (Porzana porzana),112787,https://www.xeno-canto.org/112787,Sweden,Patrik Åberg,Spatula clypeata_Northern Shoveler,14.2489,Not specified,21:36,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.5,no,norsho,2 (stereo),2011-04-24,Not specified,76,XC112788.mp3,Not specified,Northern Shoveler,Not specified,XC112788 Northern Shoveler (Spatula clypeata),"['Anser anser_Graylag Goose', 'Gallinago gallinago_Common Snipe', 'Porzana porzana_Spotted Crake', 'Grus grus_Common Crane']",yes,Spatula clypeata," Ryholm, Västergötland",58.5731,44100 (Hz),"male, song",90 m,display in flight of male,320000 (bps),mp3,Not specified,Greylag Goose (Anser anser); Common Snipe (Gallinago gallinago); Spotted Crake (Porzana porzana); Common Crane (Grus grus),112788,https://www.xeno-canto.org/112788,Sweden,Patrik Åberg,Spatula clypeata_Northern Shoveler,14.2489,Not specified,21:46,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,norsho,1 (mono),2013-02-16,Not specified,5,XC121694.mp3,Not specified,Northern Shoveler,Not specified,XC121694 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",52.2776,48000 (Hz),"call, male",90 m,"2 different type of voice, wintering wild bird in city park",192000 (bps),mp3,Not specified,,121694,https://www.xeno-canto.org/121694,Poland,Jarek Matusiak,Spatula clypeata_Northern Shoveler,20.9679,3-6(s),15:00,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.0,no,norsho,1 (mono),2013-02-14,Not specified,6,XC121696.mp3,Not specified,Northern Shoveler,Not specified,XC121696 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",52.2776,48000 (Hz),"flight call, male",90 m,"sound of wings by bird taking off from the ground, and call after in the flight",192000 (bps),mp3,Not specified,,121696,https://www.xeno-canto.org/121696,Poland,Jarek Matusiak,Spatula clypeata_Northern Shoveler,20.9679,6-10(s),15:30,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.0,no,norsho,1 (mono),2013-03-30,Not specified,65,XC127773.mp3,Not specified,Northern Shoveler,Not specified,XC127773 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Dunes of Texel National Park (near  Den Hoorn Texel), Texel, North Holland",53.0011,48000 (Hz),call,0 m,Group of 100+ birds loudly advertising in groups around females,192000 (bps),mp3,Not specified,,127773,https://www.xeno-canto.org/127773,Netherlands,Thijs Fijen,Spatula clypeata_Northern Shoveler,4.7554,Not specified,15:00,Thijs Fijen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.5,no,norsho,2 (stereo),2013-06-09,level,205,XC138003.mp3,decelerating,Northern Shoveler,7-20,XC138003 Northern Shoveler (Spatula clypeata),"['Agelaius phoeniceus_Red-winged Blackbird', 'Geothlypis trichas_Common Yellowthroat']",yes,Spatula clypeata," Baie-du-Febvre, Nicolet-Yamaska, Québec",46.154,44100 (Hz),"flight call, male",10 m,Male taking flight and vocalizing in flight before returning to its original position. Habitat: marshy edge of lake.,128000 (bps),mp3,decreasing,Red-winged Blackbird (Agelaius phoeniceus); American Yellow Warbler (Setophaga aestiva); Common Yellowthroat (Geothlypis trichas),138003,https://www.xeno-canto.org/138003,Canada,Martin St-Michel,Spatula clypeata_Northern Shoveler,-72.7455,3-6(s),06:29,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2.5,no,norsho,1 (mono),2013-06-17,level,10,XC152416.mp3,level,Northern Shoveler,1-3,XC152416 Northern Shoveler (Spatula clypeata),['Zonotrichia albicollis_White-throated Sparrow'],no,Spatula clypeata," Wood Buffalo (near  Fort McMurray), Division No. 16, Alberta",56.7264,44100 (Hz),call,260 m,,128000 (bps),mp3,level,White-throated Sparrow (Zonotrichia albicollis),152416,https://www.xeno-canto.org/152416,Canada,Dugan Maynard,Spatula clypeata_Northern Shoveler,-111.3803,0-3(s),22:00,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.0,,norsho,1 (mono),2013-06-23,Not specified,44,XC157453.mp3,Not specified,Northern Shoveler,Not specified,XC157453 Northern Shoveler (Spatula clypeata),[],,Spatula clypeata," 3 km south of Fishing Lake, Saskatchewan",51.7772,44100 (Hz),"call, male",550 m,,128000 (bps),mp3,Not specified,,157453,https://www.xeno-canto.org/157453,Canada,Ian Cruickshank,Spatula clypeata_Northern Shoveler,-103.5795,Not specified,13:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2.0,no,norsho,1 (mono),2012-02-26,Not specified,365,XC161636.mp3,Not specified,Northern Shoveler,Not specified,XC161636 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Summit Park Reservoir, Victoria, British Columbia",48.4448,44100 (Hz),call,50 m,"165 birds on reservoir, filter-feeding by spinning in circles, bills submerged, while aggregated in tight clusters of 5-15 birds each.  Distant doubled male calls; also several quack series, perhaps from females but vocalizing individuals not identified, as at 0:01, 1:36, 2:31, 2:59, 4:12, 4:43.",128000 (bps),mp3,Not specified,,161636,https://www.xeno-canto.org/161636,Canada,Ian Cruickshank,Spatula clypeata_Northern Shoveler,-123.352,Not specified,16:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,norsho,1 (mono),2011-05-31,Not specified,59,XC163376.mp3,Not specified,Northern Shoveler,Not specified,XC163376 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Benton Lake NWR, Great Falls, Montana",47.6688,48000 (Hz),call,1100 m,,128000 (bps),mp3,Not specified,,163376,https://www.xeno-canto.org/163376,United States,Paul Marvin,Spatula clypeata_Northern Shoveler,-111.3328,Not specified,09:24,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.0,no,norsho,1 (mono),2011-05-31,Not specified,5,XC163692.mp3,Not specified,Northern Shoveler,Not specified,XC163692 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Benton Lake NWR, Great Falls, Montana",47.6688,48000 (Hz),"flight call, wing noise",1100 m,,128000 (bps),mp3,Not specified,,163692,https://www.xeno-canto.org/163692,United States,Paul Marvin,Spatula clypeata_Northern Shoveler,-111.3328,Not specified,09:05,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,norsho,2 (stereo),2007-05-26,Not specified,12,XC168803.mp3,Not specified,Northern Shoveler,Not specified,XC168803 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Lostwood NWR, ND",48.5934,44100 (Hz),"call, male, wing noise taking flight",700 m,,128000 (bps),mp3,Not specified,,168803,https://www.xeno-canto.org/168803,United States,Paul Driver,Spatula clypeata_Northern Shoveler,-102.4606,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,norsho,2 (stereo),2013-02-09,Not specified,31,XC168805.mp3,Not specified,Northern Shoveler,Not specified,XC168805 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Henderson Bird Viewing Preserve, Henderson, Nevada",36.0753,44100 (Hz),"call, male, wing noise",500 m,,128000 (bps),mp3,Not specified,,168805,https://www.xeno-canto.org/168805,United States,Paul Driver,Spatula clypeata_Northern Shoveler,-115.0101,Not specified,07:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,norsho,2 (stereo),2013-02-09,Not specified,49,XC168806.mp3,Not specified,Northern Shoveler,Not specified,XC168806 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Henderson Bird Viewing Preserve, Henderson, Nevada",36.0753,44100 (Hz),"call, male",500 m,,128000 (bps),mp3,Not specified,Green-winged Teal (Anas carolinensis),168806,https://www.xeno-canto.org/168806,United States,Paul Driver,Spatula clypeata_Northern Shoveler,-115.0101,Not specified,07:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,norsho,1 (mono),2014-04-13,Not specified,13,XC190728.mp3,Not specified,Northern Shoveler,Not specified,XC190728 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Nowy Złaków, Łowicz County, Łódź Voivodeship",52.2051,32000 (Hz),"female, male, song",80 m,Communal display to females heard in the background,128000 (bps),mp3,Not specified,,190728,https://www.xeno-canto.org/190728,Poland,Jarek Matusiak,Spatula clypeata_Northern Shoveler,19.7828,>10(s),17:00,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norsho,1 (mono),2014-04-13,Not specified,2,XC190730.mp3,Not specified,Northern Shoveler,Not specified,XC190730 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Nowy Złaków, Łowicz County, Łódź Voivodeship",52.2051,32000 (Hz),"call, male",80 m,Call of males preceding main display and calls,128000 (bps),mp3,Not specified,,190730,https://www.xeno-canto.org/190730,Poland,Jarek Matusiak,Spatula clypeata_Northern Shoveler,19.7828,3-6(s),17:00,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,norsho,1 (mono),2015-05-24,Not specified,12,XC246540.mp3,Not specified,Northern Shoveler,Not specified,XC246540 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Ławki Swamp, Biebrza National Park, Podlaskie Voivodeship",53.2959,44100 (Hz),"call, flight call",100 m,In flight looked like a duck,128000 (bps),mp3,Not specified,,246540,https://www.xeno-canto.org/246540,Poland,Tomek Tumiel,Spatula clypeata_Northern Shoveler,22.6056,Not specified,22:00,Tomek Tumiel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,no,norsho,2 (stereo),2015-03-23,Not specified,3,XC297517.mp3,Not specified,Northern Shoveler,Not specified,XC297517 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Patagonia Lake State Park, AZ",31.4954,44100 (Hz),call,1200 m,calling after being flushed,128000 (bps),mp3,Not specified,,297517,https://www.xeno-canto.org/297517,United States,Ross Gallardy,Spatula clypeata_Northern Shoveler,-110.8536,Not specified,09:30,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norsho,2 (stereo),2016-01-16,Not specified,1,XC301021.mp3,Not specified,Northern Shoveler,Not specified,XC301021 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Hattori Ryokuchi Park, Toyonaka-shi, Osaka Prefecture",34.7737,48000 (Hz),wing beats,20 m,Short-distant flight in a pond.,128000 (bps),mp3,Not specified,,301021,https://www.xeno-canto.org/301021,Japan,Anon Torimi,Spatula clypeata_Northern Shoveler,135.49,Not specified,09:00,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norsho,1 (mono),2016-03-25,Not specified,11,XC308706.mp3,Not specified,Northern Shoveler,Not specified,XC308706 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Sledge, Quitman County, Mississippi",34.3945,44100 (Hz),call,50 m,"Natural sound. Birds flushed from flooded field approximately 100m away.

#Habitat#
Flat agricultural fields in Mississippi alluvial plain. Most fields wet with standing water and some flooded with a few inches of water.

#Editing#
Edited in Adobe Audition. Butterworth high-pass filter, order 3, cutoff frequency 100 Hz

#Equipment#
Fostex FR-2 digital recorder with Sennheiser microphone and Telinga pro 22"" parabolic reflector.",192000 (bps),mp3,Not specified,,308706,https://www.xeno-canto.org/308706,United States,J.R. Rigby,Spatula clypeata_Northern Shoveler,-90.212,Not specified,10:30,J.R. Rigby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,no,norsho,2 (stereo),2016-03-27,Not specified,29,XC308953.mp3,Not specified,Northern Shoveler,Not specified,XC308953 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata, Carrière de Momas,Not specified,44100 (Hz),flight call,120 m,,128000 (bps),mp3,Not specified,,308953,https://www.xeno-canto.org/308953,France,Bernard BOUSQUET,Spatula clypeata_Northern Shoveler,Not specified,Not specified,11:00,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norsho,2 (stereo),2016-03-23,level,7,XC309689.mp3,level,Northern Shoveler,4-6,XC309689 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Nabor Carillo, Estado de México",19.462,44100 (Hz),"alarm call, flight call",2200 m,"wildtronics, take off the water",128000 (bps),mp3,decreasing,,309689,https://www.xeno-canto.org/309689,Mexico,Manuel Grosselet,Spatula clypeata_Northern Shoveler,-98.9683,0-3(s),08:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,no,norsho,2 (stereo),2016-04-24,Not specified,1,XC313555.mp3,Not specified,Northern Shoveler,Not specified,XC313555 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Oder-Spree (near  Spreenhagen), Brandenburg",52.3377,44100 (Hz),call,40 m,,260125 (bps),mp3,Not specified,,313555,https://www.xeno-canto.org/313555,Germany,Sonnenburg,Spatula clypeata_Northern Shoveler,13.8286,Not specified,05:15,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
1.5,no,norsho,2 (stereo),2016-06-13,Not specified,17,XC322578.mp3,Not specified,Northern Shoveler,Not specified,XC322578 Northern Shoveler (Spatula clypeata),['Grus grus_Common Crane'],yes,Spatula clypeata," Paldiski linn, Harju maakond",59.3352,48000 (Hz),"alarm call, female",0 m,Female with young.,128000 (bps),mp3,Not specified,Common Crane (Grus grus),322578,https://www.xeno-canto.org/322578,Estonia,Uku Paal,Spatula clypeata_Northern Shoveler,23.9364,Not specified,06:00,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,norsho,1 (mono),2012-06-07,Not specified,6,XC340608.mp3,Not specified,Northern Shoveler,Not specified,XC340608 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Jätevedenpuhdistamo, Ylivieska, Northern Ostrobothnia",64.0985,44100 (Hz),"call, male",60 m,,128000 (bps),mp3,Not specified,,340608,https://www.xeno-canto.org/340608,Finland,Tero Linjama,Spatula clypeata_Northern Shoveler,24.5342,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,no,norsho,1 (mono),2012-06-07,Not specified,4,XC340609.mp3,Not specified,Northern Shoveler,Not specified,XC340609 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Jätevedenpuhdistamo, Ylivieska, Northern Ostrobothnia",64.0985,44100 (Hz),"call, female, male",60 m,,128000 (bps),mp3,Not specified,,340609,https://www.xeno-canto.org/340609,Finland,Tero Linjama,Spatula clypeata_Northern Shoveler,24.5342,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,norsho,2 (stereo),2017-03-03,level,56,XC357617.mp3,level,Northern Shoveler,1-3,XC357617 Northern Shoveler (Spatula clypeata),"['Anas crecca_Green-winged Teal', 'Phylloscopus collybita_Common Chiffchaff', 'Vanellus vanellus_Northern Lapwing', 'Anas platyrhynchos_Mallard']",yes,Spatula clypeata," Mirandola, Provincia di Modena, Emilia-Romagna",44.8951,44100 (Hz),"call, female, male",20 m,,128000 (bps),mp3,level,Eurasian Teal (Anas crecca); Common Chiffchaff (Phylloscopus collybita); Northern Lapwing (Vanellus vanellus); Mallard (Anas platyrhynchos),357617,https://www.xeno-canto.org/357617,Italy,Francesco Sottile,Spatula clypeata_Northern Shoveler,11.1846,0-3(s),13:12,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,norsho,2 (stereo),2017-03-10,Not specified,21,XC358551.mp3,Not specified,Northern Shoveler,Not specified,XC358551 Northern Shoveler (Spatula clypeata),"['Anas crecca_Green-winged Teal', 'Charadrius alexandrinus_Kentish Plover', 'Tringa ochropus_Green Sandpiper', 'Cisticola juncidis_Zitting Cisticola', 'Phylloscopus collybita_Common Chiffchaff']",yes,Spatula clypeata," S´Albufera, Mallorca",39.799,44100 (Hz),"call, male",0 m,,320000 (bps),mp3,Not specified,Eurasian Teal (Anas crecca); Kentish Plover (Charadrius alexandrinus); Green Sandpiper (Tringa ochropus); Zitting Cisticola (Cisticola juncidis); Common Chiffchaff (Phylloscopus collybita),358551,https://www.xeno-canto.org/358551,Spain,Jerome Fischer,Spatula clypeata_Northern Shoveler,3.107,Not specified,10:30,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2.5,no,norsho,2 (stereo),2017-05-09,Not specified,7,XC368560.mp3,Not specified,Northern Shoveler,Not specified,XC368560 Northern Shoveler (Spatula clypeata),['Bucephala clangula_Common Goldeneye'],yes,Spatula clypeata," Brånsjön, Vännäs, Västerbotten County",63.8986,44100 (Hz),call,70 m,,252608 (bps),mp3,Not specified,Common Goldeneye (Bucephala clangula),368560,https://www.xeno-canto.org/368560,Sweden,Lars Edenius,Spatula clypeata_Northern Shoveler,19.8494,Not specified,09:00,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,norsho,1 (mono),2017-04-30,decreasing,9,XC368726.mp3,level,Northern Shoveler,1-3,XC368726 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Pole Mtn Lake, Jackson County, Colorado",40.5614,48000 (Hz),"flying in and landing on water, male, song",2500 m,A group of several males were calling and following two females at the edge of this small lake. Another male flew in and landed on the water at :02 - :04.,320000 (bps),mp3,level,,368726,https://www.xeno-canto.org/368726,United States,Sue Riffe,Spatula clypeata_Northern Shoveler,-106.4796,0-3(s),6:34,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,norsho,2 (stereo),2017-05-25,Not specified,20,XC371899.mp3,Not specified,Northern Shoveler,Not specified,XC371899 Northern Shoveler (Spatula clypeata),"['Mareca penelope_Eurasian Wigeon', 'Anas platyrhynchos_Mallard', 'Haematopus ostralegus_Eurasian Oystercatcher']",yes,Spatula clypeata," TISNES, TROMSØ",69.598,48000 (Hz),"call, female, male, song",3 m,Telinga H5 2 males and one female,128000 (bps),mp3,Not specified,Eurasian Wigeon (Mareca penelope); Mallard (Anas platyrhynchos); Eurasian Oystercatcher (Haematopus ostralegus),371899,https://www.xeno-canto.org/371899,Norway,Stein Ø. Nilsen,Spatula clypeata_Northern Shoveler,18.823,Not specified,08:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,norsho,2 (stereo),2017-05-25,Not specified,20,XC371900.mp3,Not specified,Northern Shoveler,Not specified,XC371900 Northern Shoveler (Spatula clypeata),"['Anas platyrhynchos_Mallard', 'Tringa totanus_Common Redshank']",yes,Spatula clypeata," TISNES, TROMSØ",69.598,48000 (Hz),"flight call, male, song",3 m,Telinga H5 2 males and one female,128000 (bps),mp3,Not specified,Mallard (Anas platyrhynchos); Common Redshank (Tringa totanus),371900,https://www.xeno-canto.org/371900,Norway,Stein Ø. Nilsen,Spatula clypeata_Northern Shoveler,18.823,Not specified,08:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.0,,norsho,2 (stereo),2005-03-31,Not specified,39,XC37573.mp3,Not specified,Northern Shoveler,Not specified,XC37573 Northern Shoveler (Spatula clypeata),[],,Spatula clypeata, Norfolk,52.65806,44100 (Hz),song,? m,,320000 (bps),mp3,Not specified,,37573,https://www.xeno-canto.org/37573,United Kingdom,David Farrow,Spatula clypeata_Northern Shoveler,1.051941,Not specified,?:?,David Farrow,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.0,no,norsho,2 (stereo),2018-01-06,Not specified,6,XC398515.mp3,Not specified,Northern Shoveler,Not specified,XC398515 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Sweetwater Wetlands, Pima County, Arizona",32.2791,44100 (Hz),"Wing whir of bird flushing., alarm call",700 m,"An urban wetlands with numerous individual ponds with cattail vegetation, Cottonwood & Willow trees, some tamarixk trees.  Much saltbush.  Two tenths of a mile distance from I-10, so background noise from traffic is always a given.  I did a high pass filter to lessen the traffic sound.  The male NOSH was surprised from my walking up onto overlook, but only few about 10 meters and landed in center of the pond.",320000 (bps),mp3,Not specified,,398515,https://www.xeno-canto.org/398515,United States,Janine McCabe,Spatula clypeata_Northern Shoveler,-111.021,Not specified,07:30,Janine McCabe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
0.0,no,norsho,2 (stereo),2018-02-04,Not specified,15,XC402163.mp3,Not specified,Northern Shoveler,Not specified,XC402163 Northern Shoveler (Spatula clypeata),[],yes,Spatula clypeata," Moëze, Charente-Maritime, Nouvelle-Aquitaine",45.8956,48000 (Hz),"call, flight call",0 m,,320000 (bps),mp3,Not specified,,402163,https://www.xeno-canto.org/402163,France,Stanislas Wroza,Spatula clypeata_Northern Shoveler,-1.0959,Not specified,08:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
